id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/2866221,Review Article,Shakespeare Quarterly,1951,,article,jstor,1951-04-01,2,2,http://www.jstor.org/stable/2866221,A. H. R. Fairchild,Folger Shakespeare Library,eng,133,134,,1207,2,unigram; bigram; trigram
http://www.jstor.org/stable/2868793,Review Article,Shakespeare Quarterly,1974,,article,jstor,1974-07-01,3,25,http://www.jstor.org/stable/2868793,Marion O'Connor,Folger Shakespeare Library,eng,370,373,,1914,4,unigram; bigram; trigram
http://www.jstor.org/stable/2870918,Review Article,Shakespeare Quarterly,1992,,article,jstor,1992-04-01,1,43,http://www.jstor.org/stable/2870918,John W. Velz,Folger Shakespeare Library,eng,107,109,,1517,3,unigram; bigram; trigram
http://www.jstor.org/stable/41819770,Review Article,Shakespeare Quarterly,2012,,article,jstor,2012-12-01,4,63,http://www.jstor.org/stable/41819770,Darryl Gless,Folger Shakespeare Library,eng,580,587,,3658,8,unigram; bigram; trigram
http://www.jstor.org/stable/2866912,Review Article,Shakespeare Quarterly,1962,,article,jstor,1962-01-01,1,13,http://www.jstor.org/stable/2866912,R. G. Cox,Folger Shakespeare Library,eng,96,97,,573,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869261,Falstaff in Windsor Forest: Villain or Victim?,Shakespeare Quarterly,1975,,article,jstor,1975-01-01,1,26,http://www.jstor.org/stable/2869261,Jeanne Addison Roberts,Folger Shakespeare Library,eng,8,15,,4193,8,unigram; bigram; trigram
http://www.jstor.org/stable/2871217,"Shakespearean Chronology, Ideological Complicity, and Floating Texts: Something is Rotten in Windsor",Shakespeare Quarterly,1994,,article,jstor,1994-07-01,2,45,http://www.jstor.org/stable/2871217,Barbara Freedman,Folger Shakespeare Library,eng,190,210,,12472,21,unigram; bigram; trigram
http://www.jstor.org/stable/2870776,Coriolanus: Body Politic and Private Parts,Shakespeare Quarterly,1990,,article,jstor,1990-12-01,4,41,http://www.jstor.org/stable/2870776,Zvi Jagendorf,Folger Shakespeare Library,eng,455,469,,8209,15,unigram; bigram; trigram
http://www.jstor.org/stable/2869933,"Shakespeare in West Germany, 1983",Shakespeare Quarterly,1984,,article,jstor,1984-07-01,2,35,http://www.jstor.org/stable/2869933,Wilhelm Hortmann,Folger Shakespeare Library,eng,214,218,,2764,5,unigram; bigram; trigram
http://www.jstor.org/stable/2902131,Fragments of Nationalism in Troilus and Cressida,Shakespeare Quarterly,2000,,article,jstor,2000-07-01,2,51,http://www.jstor.org/stable/2902131,Matthew A. Greenfield,Folger Shakespeare Library,eng,181,200,,9538,20,unigram; bigram; trigram
http://www.jstor.org/stable/2871118,Love as Trompe-l'oeil: Taxonomies of Desire in Venus and Adonis,Shakespeare Quarterly,1995,,article,jstor,1995-10-01,3,46,http://www.jstor.org/stable/2871118,Catherine Belsey,Folger Shakespeare Library,eng,257,276,,10617,20,unigram; bigram; trigram
http://www.jstor.org/stable/2867722,Reviews of Books Previously Recorded in Shakespeare Quarterly Bibliographies,Shakespeare Quarterly,1966,,article,jstor,1966-07-01,3,17,http://www.jstor.org/stable/2867722,Rudolph E. Habenicht,Folger Shakespeare Library,eng,306,318,,6258,13,unigram; bigram; trigram
http://www.jstor.org/stable/2866138,Review Article,Shakespeare Quarterly,1956,,article,jstor,1956-01-01,1,7,http://www.jstor.org/stable/2866138,Anna Maria Crinò,Folger Shakespeare Library,eng,129,130,,635,2,unigram; bigram; trigram
http://www.jstor.org/stable/2868054,Front Matter,Shakespeare Quarterly,1967,,article,jstor,1967-01-01,1,18,http://www.jstor.org/stable/2868054,,Folger Shakespeare Library,eng,1,2,,562,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870360,Back Matter,Shakespeare Quarterly,1982,,article,jstor,1982-04-01,1,33,http://www.jstor.org/stable/2870360,,Folger Shakespeare Library,eng,126,128,,702,4,unigram; bigram; trigram
http://www.jstor.org/stable/2866349,Review Article,Shakespeare Quarterly,1954,,article,jstor,1954-07-01,3,5,http://www.jstor.org/stable/2866349,G. B. Harrison,Folger Shakespeare Library,eng,334,335,,684,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870664,Review Article,Shakespeare Quarterly,1991,,article,jstor,1991-04-01,1,42,http://www.jstor.org/stable/2870664,Alexander Leggatt,Folger Shakespeare Library,eng,107,109,,1645,3,unigram; bigram; trigram
http://www.jstor.org/stable/2871037,Back Matter,Shakespeare Quarterly,1997,,article,jstor,1997-10-01,3,48,http://www.jstor.org/stable/2871037,,Folger Shakespeare Library,eng,372,373,,1679,5,unigram; bigram; trigram
http://www.jstor.org/stable/2868248,Review Article,Shakespeare Quarterly,1966,,article,jstor,1966-04-01,2,17,http://www.jstor.org/stable/2868248,Ian Forbes Fraser,Folger Shakespeare Library,eng,181,183,,1033,3,unigram; bigram; trigram
http://www.jstor.org/stable/4624955,"Citizens' Games: Differentiating Collaboration and ""Sir Thomas More""",Shakespeare Quarterly,2007,,article,jstor,2007-04-01,1,58,http://www.jstor.org/stable/4624955,Nina Levine,Folger Shakespeare Library,eng,31,64,,16625,34,unigram; bigram; trigram
http://www.jstor.org/stable/2870895,Review Article,Shakespeare Quarterly,1992,,article,jstor,1992-07-01,2,43,http://www.jstor.org/stable/2870895,Russ McDonald,Folger Shakespeare Library,eng,247,250,,2012,4,unigram; bigram; trigram
http://www.jstor.org/stable/2866237,Volume Information,Shakespeare Quarterly,1951,,article,jstor,1951-10-01,4,2,http://www.jstor.org/stable/2866237,,Folger Shakespeare Library,eng,,,,1005,5,unigram; bigram; trigram
http://www.jstor.org/stable/2866366,Review Article,Shakespeare Quarterly,1956,,article,jstor,1956-10-01,4,7,http://www.jstor.org/stable/2866366,Bonamy Dobrée,Folger Shakespeare Library,eng,423,426,,2296,4,unigram; bigram; trigram
http://www.jstor.org/stable/2867399,Review Article,Shakespeare Quarterly,1961,,article,jstor,1961-04-01,2,12,http://www.jstor.org/stable/2867399,E. G. Rogers,Folger Shakespeare Library,eng,150,151,,806,2,unigram; bigram; trigram
http://www.jstor.org/stable/2867738,Shakespeare In the Seventeenth Century,Shakespeare Quarterly,1965,,article,jstor,1965-01-01,1,16,http://www.jstor.org/stable/2867738,David Frost,Folger Shakespeare Library,eng,81,89,,4963,9,unigram; bigram; trigram
http://www.jstor.org/stable/2868895,Review Article,Shakespeare Quarterly,1974,,article,jstor,1974-01-01,1,25,http://www.jstor.org/stable/2868895,John Kinnaird,Folger Shakespeare Library,eng,135,137,,900,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869130,Shakespeare in Brussels and Antwerp,Shakespeare Quarterly,1978,,article,jstor,1978-04-01,2,29,http://www.jstor.org/stable/2869130,Jozef De Vos,Folger Shakespeare Library,eng,294,295,,1144,2,unigram; bigram; trigram
http://www.jstor.org/stable/40210320,The Alcestis and the Statue Scene in the Winter's Tale,Shakespeare Quarterly,2009,,article,jstor,2009-04-01,1,60,http://www.jstor.org/stable/40210320,Sarah Dewar-Watson,Folger Shakespeare Library,eng,73,80,,3161,8,unigram; bigram; trigram
http://www.jstor.org/stable/2867164,An Early Tune for the Fool's Song in King Lear,Shakespeare Quarterly,1958,,article,jstor,1958-10-01,4,9,http://www.jstor.org/stable/2867164,Peter J. Seng,Folger Shakespeare Library,eng,583,585,,1178,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867350,Review Article,Shakespeare Quarterly,1958,,article,jstor,1958-07-01,3,9,http://www.jstor.org/stable/2867350,Albert Howard Carter,Folger Shakespeare Library,eng,403,405,,992,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868654,"Shakespeare, the Ancients, and Hales of Eton",Shakespeare Quarterly,1972,,article,jstor,1972-01-01,1,23,http://www.jstor.org/stable/2868654,John Freehafer,Folger Shakespeare Library,eng,63,68,,3184,6,unigram; bigram; trigram
http://www.jstor.org/stable/3844120,"When Theaters Were Bear-Gardens; Or, What's at Stake in the Comedy of Humors",Shakespeare Quarterly,2003,,article,jstor,2003-04-01,1,54,http://www.jstor.org/stable/3844120,Jason Scott-Warren,Folger Shakespeare Library,eng,63,82,,9882,20,unigram; bigram; trigram
http://www.jstor.org/stable/3844030,Review Article,Shakespeare Quarterly,2005,,article,jstor,2005-04-01,1,56,http://www.jstor.org/stable/3844030,Christa Jansohn,Folger Shakespeare Library,eng,106,108,,1506,3,unigram; bigram; trigram
http://www.jstor.org/stable/2871356,Othello,Shakespeare Quarterly,1997,,article,jstor,1997-01-01,5,48,http://www.jstor.org/stable/2871356,,Folger Shakespeare Library,eng,713,721,,7726,9,unigram; bigram; trigram
http://www.jstor.org/stable/2902294,Review Article,Shakespeare Quarterly,1999,,article,jstor,1999-12-01,4,50,http://www.jstor.org/stable/2902294,Louisa Foulke Newlin,Folger Shakespeare Library,eng,543,545,,1481,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868884,All's Well That Ends Well and the Morality Play,Shakespeare Quarterly,1974,,article,jstor,1974-01-01,1,25,http://www.jstor.org/stable/2868884,W. L. Godshalk,Folger Shakespeare Library,eng,61,70,,5069,10,unigram; bigram; trigram
http://www.jstor.org/stable/2870860,From the Editor,Shakespeare Quarterly,1992,,article,jstor,1992-12-01,4,43,http://www.jstor.org/stable/2870860,,Folger Shakespeare Library,eng,iii,iv,,954,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866889,[Illustration]: The Monuments of Ancient Rome,Shakespeare Quarterly,1962,,article,jstor,1962-01-01,1,13,http://www.jstor.org/stable/2866889,,Folger Shakespeare Library,eng,14,14,,45,1,unigram; bigram; trigram
http://www.jstor.org/stable/4123505,Review Article,Shakespeare Quarterly,2006,,article,jstor,2006-12-01,4,57,http://www.jstor.org/stable/4123505,Heather Hirschfeld,Folger Shakespeare Library,eng,487,489,,1354,3,unigram; bigram; trigram
http://www.jstor.org/stable/3844299,Review Article,Shakespeare Quarterly,2004,,article,jstor,2004-07-01,2,55,http://www.jstor.org/stable/3844299,Jane Donawerth,Folger Shakespeare Library,eng,238,239,,1017,2,unigram; bigram; trigram
http://www.jstor.org/stable/2871237,Review Article,Shakespeare Quarterly,1994,,article,jstor,1994-10-01,3,45,http://www.jstor.org/stable/2871237,Robert S. Miola,Folger Shakespeare Library,eng,353,354,,973,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866296,[Illustration]: Queen Elizabeth Dancing with Earl of Leicester,Shakespeare Quarterly,1952,,article,jstor,1952-07-01,3,3,http://www.jstor.org/stable/2866296,,Folger Shakespeare Library,eng,186,186,,255,1,unigram; bigram; trigram
http://www.jstor.org/stable/2866093,Review Article,Shakespeare Quarterly,1955,,article,jstor,1955-10-01,4,6,http://www.jstor.org/stable/2866093,John Leon Lievsay,Folger Shakespeare Library,eng,472,473,,780,2,unigram; bigram; trigram
http://www.jstor.org/stable/3844206,Review Article,Shakespeare Quarterly,2004,,article,jstor,2004-12-01,4,55,http://www.jstor.org/stable/3844206,Michelle Ephraim,Folger Shakespeare Library,eng,475,479,,2642,5,unigram; bigram; trigram
http://www.jstor.org/stable/2868912,"Shakespeare at Stratford, Ontario, 1971",Shakespeare Quarterly,1971,,article,jstor,1971-10-01,4,22,http://www.jstor.org/stable/2868912,Berners W. Jackson,Folger Shakespeare Library,eng,365,370,,3737,10,unigram; bigram; trigram
http://www.jstor.org/stable/2867354,Review Article,Shakespeare Quarterly,1958,,article,jstor,1958-07-01,3,9,http://www.jstor.org/stable/2867354,Peter G. Phialas,Folger Shakespeare Library,eng,409,411,,1414,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867928,Review Article,Shakespeare Quarterly,1966,,article,jstor,1966-10-01,4,17,http://www.jstor.org/stable/2867928,Zdeněk Stříbrný,Folger Shakespeare Library,eng,431,431,,550,1,unigram; bigram; trigram
http://www.jstor.org/stable/2869975,Review Article,Shakespeare Quarterly,1986,,article,jstor,1986-07-01,2,37,http://www.jstor.org/stable/2869975,Neil H. Wright,Folger Shakespeare Library,eng,266,267,,921,2,unigram; bigram; trigram
http://www.jstor.org/stable/44990263,Back Matter,Shakespeare Quarterly,2002,,article,jstor,2002-01-01,5,53,http://www.jstor.org/stable/44990263,,Oxford University Press,eng,,,,1863,9,unigram; bigram; trigram
http://www.jstor.org/stable/2870611,Prince Hal's Falstaff: Positioning Psychoanalysis and the Female Reproductive Body,Shakespeare Quarterly,1989,,article,jstor,1989-12-01,4,40,http://www.jstor.org/stable/2870611,Valerie Traub,Folger Shakespeare Library,eng,456,474,,10748,19,unigram; bigram; trigram
http://www.jstor.org/stable/2868209,The Unknown Ulysses,Shakespeare Quarterly,1968,,article,jstor,1968-04-01,2,19,http://www.jstor.org/stable/2868209,Karl F. Thompson,Folger Shakespeare Library,eng,125,128,,2247,4,unigram; bigram; trigram
http://www.jstor.org/stable/2869319,Oregon Shakespearean Festival,Shakespeare Quarterly,1979,,article,jstor,1979-04-01,2,30,http://www.jstor.org/stable/2869319,Alan C. Dessen,Folger Shakespeare Library,eng,253,262,,6853,10,unigram; bigram; trigram
http://www.jstor.org/stable/3648656,Review Article,Shakespeare Quarterly,2001,,article,jstor,2001-04-01,1,52,http://www.jstor.org/stable/3648656,Arthur F. Kinney,Folger Shakespeare Library,eng,151,154,,1677,4,unigram; bigram; trigram
http://www.jstor.org/stable/2868401,"[Illustration]: Woodcut Illustration of Plautus' Asinaria, fol. LVII Showin Phileniu",Shakespeare Quarterly,1970,,article,jstor,1970-01-01,1,21,http://www.jstor.org/stable/2868401,,Folger Shakespeare Library,eng,54,54,,34,1,unigram; bigram; trigram
http://www.jstor.org/stable/2866623,Review Article,Shakespeare Quarterly,1955,,article,jstor,1955-07-01,3,6,http://www.jstor.org/stable/2866623,A. C. Partridge,Folger Shakespeare Library,eng,343,345,,958,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869295,"Shakespeare at ""The Mount""",Shakespeare Quarterly,1979,,article,jstor,1979-04-01,2,30,http://www.jstor.org/stable/2869295,Judy Salsbury,Folger Shakespeare Library,eng,177,178,,1089,2,unigram; bigram; trigram
http://www.jstor.org/stable/2868281,"A Test for ""Accomplished Scholars""",Shakespeare Quarterly,1965,,article,jstor,1965-04-01,2,16,http://www.jstor.org/stable/2868281,R. W. Dent,Folger Shakespeare Library,eng,247,255,,5735,9,unigram; bigram; trigram
http://www.jstor.org/stable/2867098,King Lear: A Study in Balanced and Shifting Sympathies,Shakespeare Quarterly,1959,,article,jstor,1959-10-01,4,10,http://www.jstor.org/stable/2867098,Edward A. Block,Folger Shakespeare Library,eng,499,512,,7148,14,unigram; bigram; trigram
http://www.jstor.org/stable/2868959,Articles,Shakespeare Quarterly,1974,,article,jstor,1974-10-01,4,25,http://www.jstor.org/stable/2868959,Bruce Nesbitt; Thomas F. Grieve,Folger Shakespeare Library,eng,460,494,,17096,35,unigram; bigram; trigram
http://www.jstor.org/stable/2867117,London's New Mermaid Theatre at Puddle Dock,Shakespeare Quarterly,1959,,article,jstor,1959-10-01,4,10,http://www.jstor.org/stable/2867117,Bernard M. Wagner,Folger Shakespeare Library,eng,603,606,,2235,4,unigram; bigram; trigram
http://www.jstor.org/stable/2870614,Johannes Factotum and Jack Cade,Shakespeare Quarterly,1989,,article,jstor,1989-12-01,4,40,http://www.jstor.org/stable/2870614,D. Allen Carroll,Folger Shakespeare Library,eng,491,492,,1304,2,unigram; bigram; trigram
http://www.jstor.org/stable/3844092,Review Article,Shakespeare Quarterly,2005,,article,jstor,2005-10-01,3,56,http://www.jstor.org/stable/3844092,Anston Bosman,Folger Shakespeare Library,eng,376,379,,2149,4,unigram; bigram; trigram
http://www.jstor.org/stable/2868086,Front Matter,Shakespeare Quarterly,1964,,article,jstor,1964-10-01,4,15,http://www.jstor.org/stable/2868086,,Folger Shakespeare Library,eng,,,,490,2,unigram; bigram; trigram
http://www.jstor.org/stable/2868094,The Shakespearian Clock: Time and the Vision of Reality in Romeo and Juliet and the Tempest,Shakespeare Quarterly,1964,,article,jstor,1964-10-01,4,15,http://www.jstor.org/stable/2868094,Tom F. Driver,Folger Shakespeare Library,eng,363,370,,4596,8,unigram; bigram; trigram
http://www.jstor.org/stable/2867966,Review Article,Shakespeare Quarterly,1964,,article,jstor,1964-01-01,1,15,http://www.jstor.org/stable/2867966,Bernard Spivack,Folger Shakespeare Library,eng,106,107,,910,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870779,Hamlet's Bodies,Shakespeare Quarterly,1990,,article,jstor,1990-12-01,4,41,http://www.jstor.org/stable/2870779,Margarida G. Rauen,Folger Shakespeare Library,eng,490,490,,398,1,unigram; bigram; trigram
http://www.jstor.org/stable/2868655,The Psyche Myth and A Midsummer Night's Dream,Shakespeare Quarterly,1972,,article,jstor,1972-01-01,1,23,http://www.jstor.org/stable/2868655,James A. S. McPeek,Folger Shakespeare Library,eng,69,79,,6321,11,unigram; bigram; trigram
http://www.jstor.org/stable/2866711,Fulness of Bread,Shakespeare Quarterly,1952,,article,jstor,1952-10-01,4,3,http://www.jstor.org/stable/2866711,T. M. Parrott,Folger Shakespeare Library,eng,379,381,,1078,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870747,Review Article,Shakespeare Quarterly,1989,,article,jstor,1989-10-01,3,40,http://www.jstor.org/stable/2870747,Jonathan Goldberg,Folger Shakespeare Library,eng,374,376,,1645,3,unigram; bigram; trigram
http://www.jstor.org/stable/2871166,Review Article,Shakespeare Quarterly,1995,,article,jstor,1995-04-01,1,46,http://www.jstor.org/stable/2871166,S. Schoenbaum,Folger Shakespeare Library,eng,111,112,,635,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870047,Dream at Santa Cruz,Shakespeare Quarterly,1981,,article,jstor,1981-07-01,2,32,http://www.jstor.org/stable/2870047,Mary Judith Dunbar,Folger Shakespeare Library,eng,262,263,,1188,2,unigram; bigram; trigram
http://www.jstor.org/stable/2868863,Review Article,Shakespeare Quarterly,1973,,article,jstor,1973-04-01,2,24,http://www.jstor.org/stable/2868863,Arthur M. Eastman,Folger Shakespeare Library,eng,228,228,,400,1,unigram; bigram; trigram
http://www.jstor.org/stable/2870583,From the Editor,Shakespeare Quarterly,1988,,article,jstor,1988-04-01,1,39,http://www.jstor.org/stable/2870583,,Folger Shakespeare Library,eng,iii,iv,,1370,2,unigram; bigram; trigram
http://www.jstor.org/stable/4624971,Back Matter,Shakespeare Quarterly,2007,,article,jstor,2007-04-01,1,58,http://www.jstor.org/stable/4624971,,Folger Shakespeare Library,eng,138,140,,2553,11,unigram; bigram; trigram
http://www.jstor.org/stable/2866523,The Authenticity of The Taming of the Shrew,Shakespeare Quarterly,1954,,article,jstor,1954-01-01,1,5,http://www.jstor.org/stable/2866523,K. Wentersdorf,Folger Shakespeare Library,eng,11,32,,9920,22,unigram; bigram; trigram
http://www.jstor.org/stable/2866556,[Illustration]: The ABC with the Pater Noster,Shakespeare Quarterly,1953,,article,jstor,1953-01-01,1,4,http://www.jstor.org/stable/2866556,,Folger Shakespeare Library,eng,50,50,,194,1,unigram; bigram; trigram
http://www.jstor.org/stable/2867969,"""He That did the Tiger Board""",Shakespeare Quarterly,1964,,article,jstor,1964-01-01,1,15,http://www.jstor.org/stable/2867969,Marion A. Taylor,Folger Shakespeare Library,eng,110,113,,1846,4,unigram; bigram; trigram
http://www.jstor.org/stable/2871334,Cymbeline,Shakespeare Quarterly,1997,,article,jstor,1997-01-01,5,48,http://www.jstor.org/stable/2871334,,Folger Shakespeare Library,eng,620,621,,1306,2,unigram; bigram; trigram
http://www.jstor.org/stable/2871117,Front Matter,Shakespeare Quarterly,1995,,article,jstor,1995-10-01,3,46,http://www.jstor.org/stable/2871117,,Folger Shakespeare Library,eng,i,ii,,764,4,unigram; bigram; trigram
http://www.jstor.org/stable/2866689,[Illustration]: Interior of Stratford Grammar School,Shakespeare Quarterly,1952,,article,jstor,1952-10-01,4,3,http://www.jstor.org/stable/2866689,,Folger Shakespeare Library,eng,296,296,,21,1,unigram; bigram; trigram
http://www.jstor.org/stable/41679770,"Pageantry, Queens, and Housewives in the Two Texts of ""The Merry Wives of Windsor""",Shakespeare Quarterly,2012,,article,jstor,2012-10-01,3,63,http://www.jstor.org/stable/41679770,Elizabeth Zeman Kolkovich,Folger Shakespeare Library,eng,328,354,,13029,27,unigram; bigram; trigram
http://www.jstor.org/stable/3648670,"""Cymbeline"" at Santa Cruz",Shakespeare Quarterly,2001,,article,jstor,2001-07-01,2,52,http://www.jstor.org/stable/3648670,Stephen Orgel,Folger Shakespeare Library,eng,277,285,,3762,9,unigram; bigram; trigram
http://www.jstor.org/stable/2867736,[Illustration]: John Fawcett (1768-1837) as Falstaff,Shakespeare Quarterly,1965,,article,jstor,1965-01-01,1,16,http://www.jstor.org/stable/2867736,,Folger Shakespeare Library,eng,62,62,,49,1,unigram; bigram; trigram
http://www.jstor.org/stable/2869299,The Acting Company At Saratoga,Shakespeare Quarterly,1979,,article,jstor,1979-04-01,2,30,http://www.jstor.org/stable/2869299,Hugh Maclean,Folger Shakespeare Library,eng,188,189,,920,2,unigram; bigram; trigram
http://www.jstor.org/stable/2868898,Review Article,Shakespeare Quarterly,1974,,article,jstor,1974-01-01,1,25,http://www.jstor.org/stable/2868898,J. Dennis Huston,Folger Shakespeare Library,eng,139,140,,1113,2,unigram; bigram; trigram
http://www.jstor.org/stable/24778499,Review Article,Shakespeare Quarterly,2013,,article,jstor,2013-12-01,4,64,http://www.jstor.org/stable/24778499,John D. Staines,Folger Shakespeare Library,eng,483,486,,1580,4,unigram; bigram; trigram
http://www.jstor.org/stable/2869390,Announcements,Shakespeare Quarterly,1980,,article,jstor,1980-04-01,1,31,http://www.jstor.org/stable/2869390,,Folger Shakespeare Library,eng,127,128,,1152,2,unigram; bigram; trigram
http://www.jstor.org/stable/40985631,Review Article,Shakespeare Quarterly,2010,,article,jstor,2010-12-01,4,61,http://www.jstor.org/stable/40985631,Katharine A. Craik,Folger Shakespeare Library,eng,578,580,,1063,3,unigram; bigram; trigram
http://www.jstor.org/stable/3844266,John Shakespeare: A Papist or Just Penniless?,Shakespeare Quarterly,2005,,article,jstor,2005-12-01,4,56,http://www.jstor.org/stable/3844266,Robert Bearman,Folger Shakespeare Library,eng,411,433,,11805,23,unigram; bigram; trigram
http://www.jstor.org/stable/2871120,The Masculine Romance of Roman Britain: Cymbeline and Early Modern English Nationalism,Shakespeare Quarterly,1995,,article,jstor,1995-10-01,3,46,http://www.jstor.org/stable/2871120,Jodi Mikalachki,Folger Shakespeare Library,eng,301,322,,12816,22,unigram; bigram; trigram
http://www.jstor.org/stable/2870827,"The Colorado Shakespeare Festival, Summer 1987",Shakespeare Quarterly,1989,,article,jstor,1989-07-01,2,40,http://www.jstor.org/stable/2870827,Michael Mullin,Folger Shakespeare Library,eng,220,224,,2588,5,unigram; bigram; trigram
http://www.jstor.org/stable/2868241,"""What is the Matter?"" in Othello",Shakespeare Quarterly,1966,,article,jstor,1966-04-01,2,17,http://www.jstor.org/stable/2868241,John Shaw,Folger Shakespeare Library,eng,157,161,,2362,5,unigram; bigram; trigram
http://www.jstor.org/stable/2869640,"The Winter's Tale, II. iii. 103-7: An Allusion to the Hag-Incubus",Shakespeare Quarterly,1977,,article,jstor,1977-01-01,1,28,http://www.jstor.org/stable/2869640,Nicolas K. Kiessling,Folger Shakespeare Library,eng,93,95,,1623,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867286,"""... Some Enterprise that Hath a Stomach In't...""",Shakespeare Quarterly,1961,,article,jstor,1961-01-01,1,12,http://www.jstor.org/stable/2867286,Vlas Kozhevnikov,Folger Shakespeare Library,eng,71,72,,569,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869865,Shakespeare in Ireland,Shakespeare Quarterly,1983,,article,jstor,1983-12-01,4,34,http://www.jstor.org/stable/2869865,Christopher Murray,Folger Shakespeare Library,eng,460,462,,1580,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868987,Review Article,Shakespeare Quarterly,1969,,article,jstor,1969-01-01,1,20,http://www.jstor.org/stable/2868987,Edward A. Langhans,Folger Shakespeare Library,eng,99,101,,730,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870704,From the Editor,Shakespeare Quarterly,1988,,article,jstor,1988-12-01,4,39,http://www.jstor.org/stable/2870704,,Folger Shakespeare Library,eng,iii,iv,,1262,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869211,Shakespeare in Romania,Shakespeare Quarterly,1980,,article,jstor,1980-10-01,3,31,http://www.jstor.org/stable/2869211,Ileana Berlogea,Folger Shakespeare Library,eng,405,407,,2170,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870640,Review Article,Shakespeare Quarterly,1988,,article,jstor,1988-07-01,2,39,http://www.jstor.org/stable/2870640,S. P. Cerasano,Folger Shakespeare Library,eng,251,253,,1095,3,unigram; bigram; trigram
http://www.jstor.org/stable/2902253,Review Article,Shakespeare Quarterly,1998,,article,jstor,1998-12-01,4,49,http://www.jstor.org/stable/2902253,Richard Burt,Folger Shakespeare Library,eng,464,466,,1392,3,unigram; bigram; trigram
http://www.jstor.org/stable/2902205,Shakespeare and Lancaster,Shakespeare Quarterly,1998,,article,jstor,1998-04-01,1,49,http://www.jstor.org/stable/2902205,Richard Dutton,Folger Shakespeare Library,eng,1,21,,12953,21,unigram; bigram; trigram
http://www.jstor.org/stable/2902377,Review Article,Shakespeare Quarterly,1999,,article,jstor,1999-10-01,3,50,http://www.jstor.org/stable/2902377,Ann Rosalind Jones,Folger Shakespeare Library,eng,401,402,,1000,2,unigram; bigram; trigram
http://www.jstor.org/stable/2867791,Aaron and Melancholy in Titus Andronicus,Shakespeare Quarterly,1963,,article,jstor,1963-04-01,2,14,http://www.jstor.org/stable/2867791,Eldred D. Jones,Folger Shakespeare Library,eng,178,179,,848,2,unigram; bigram; trigram
http://www.jstor.org/stable/2867153,Review Article,Shakespeare Quarterly,1958,,article,jstor,1958-10-01,4,9,http://www.jstor.org/stable/2867153,J.G.M.,Folger Shakespeare Library,eng,572,573,,619,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866250,Language Lesson Dialogues in Shakespeare,Shakespeare Quarterly,1951,,article,jstor,1951-10-01,4,2,http://www.jstor.org/stable/2866250,"R. C. Simonini, Jr.",Folger Shakespeare Library,eng,319,329,,4975,13,unigram; bigram; trigram
http://www.jstor.org/stable/2866634,Review Article,Shakespeare Quarterly,1955,,article,jstor,1955-07-01,3,6,http://www.jstor.org/stable/2866634,J. G. M.,Folger Shakespeare Library,eng,355,355,,116,1,unigram; bigram; trigram
http://www.jstor.org/stable/2867931,Review Article,Shakespeare Quarterly,1966,,article,jstor,1966-10-01,4,17,http://www.jstor.org/stable/2867931,Norman Sanders,Folger Shakespeare Library,eng,433,434,,470,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869627,Announcements,Shakespeare Quarterly,1977,,article,jstor,1977-01-01,1,28,http://www.jstor.org/stable/2869627,,Folger Shakespeare Library,eng,3,3,,323,1,unigram; bigram; trigram
http://www.jstor.org/stable/2867530,Review Article,Shakespeare Quarterly,1957,,article,jstor,1957-01-01,1,8,http://www.jstor.org/stable/2867530,Lorentz Eckhoff,Folger Shakespeare Library,eng,112,115,,1567,4,unigram; bigram; trigram
http://www.jstor.org/stable/2870736,Review Article,Shakespeare Quarterly,1989,,article,jstor,1989-10-01,3,40,http://www.jstor.org/stable/2870736,Alexander Leggatt,Folger Shakespeare Library,eng,352,354,,1285,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869920,Front Matter,Shakespeare Quarterly,1984,,article,jstor,1984-07-01,2,35,http://www.jstor.org/stable/2869920,,Folger Shakespeare Library,eng,129,131,,1266,5,unigram; bigram; trigram
